类型,店铺名,店链接,商品名,商品链接,旺旺名,信用,电话1,电话2,销量,中评,差评,好评率,描述,描述同比,服务,服务同比,物流,物流同比,公司名,所在地,类目Id,类目
淘宝,燕山电气商城,https://shop101916930.taobao.com/,长城电器HD13-1500/31 1500A玻板 开启式负荷刀开关 中央上下拉杆,https://item.taobao.com/item.htm?id=528505490380,yanshanbiz,9,0598-3624114,18605980123,0,0,0,0,4.92647分,高于14.79%,4.92647分,高于5.34%,4.86765分,低于1.08%,,,0,
淘宝,德裕冲床配件,https://shop66226031.taobao.com/,疯狂热卖有限公司热销转换开关LW42A2Y-21688ELF5475上海天逸电器,https://item.taobao.com/item.htm?id=18127323066,高端品味2688,12,0514-87465926,13852578887,0,0,0,0,4.9359,高于25.70%,4.94344,高于27.15%,4.92545分,高于5.66%,,,0,
淘宝,晨佳电气销售中心,https://shop66459957.taobao.com/,德力西PC级双电源自动转换开关电器 CDQ0s-63/3 125/4 自动切换,https://item.taobao.com/item.htm?id=624594833282,冷邪寒,12,,13484231543,0,0,0,0,4.90515分,持平0.17%,4.90244分,持平0.40%,4.88556分,低于0.72%,,,0,
淘宝,飞利浦直销金牌店,https://shop61787874.taobao.com/,飞利浦车载充电器一拖二独立开关汽车点烟器一拖二双usb杯式车充,https://item.taobao.com/item.htm?id=550525912299,pengdanling168,13,010-82486196,18511928790,0,0,0,0,4.86927分,高于7.05%,4.88455分,高于7.65%,4.89191分,高于10.31%,,,0,
淘宝,JWD汽车用品企业店,https://shop33194724.taobao.com/,贝尼车载点烟器一拖三独立开关转换插头车载充电器一拖三快充usb,https://item.taobao.com/item.htm?id=531280670548,富贵有鱼7679,11,,18653134393,0,0,0,0,4.91089,高于45.06%,4.92079,高于45.33%,4.92079分,高于44.35%,,,0,
淘宝,MSC标识部件总店,https://shop62126043.taobao.com/,银旋风 节油高效开关式整流器稳压器 单相三相充电器最高功率300W,https://item.taobao.com/item.htm?id=536769682269,batconv,11,,18652175277,0,0,0,0,4.85714分,高于11.99%,4.80451分,低于1.04%,4.76692分,低于1.86%,,,0,
淘宝,公牛插座总汇,https://shop66469640.taobao.com/,公牛定时器插座机械式家用循环自动断电充电器电源控制器智能开关,https://item.taobao.com/item.htm?id=565274276878,正品公牛韩电插座总汇,14,,13615200545,0,0,0,0,4.92517,高于13.28%,4.92407,高于2.25%,4.91564分,持平0.11%,,,0,
淘宝,英雄灯配,https://shop100847402.taobao.com/,复古脚踏开关线实木落地灯具电源线脚踏灯泡控制线台灯小电器双切,https://item.taobao.com/item.htm?id=38450450853,heroine188,13,,13311173588,0,0,0,0,4.84783分,低于1.34%,4.85248分,低于1.42%,4.86925分,低于1.05%,,,0,
淘宝,车迷车品,https://shop57698031.taobao.com/,汽车载行车记录仪电源线miniT头GPS导航仪5V双USB车充电器带开关,https://item.taobao.com/item.htm?id=539927063726,武汉车用品,14,15173600397,,0,0,0,0,4.86393分,高于16.17%,4.86897分,高于9.68%,4.85745分,持平0.10%,,,0,
企业,鸿帆机电有限公司,https://shop124853632.taobao.com/,4050型钢筋箍筋机开关弯箍机电气总成40型50型弯曲机电器开关总成,https://item.taobao.com/item.htm?id=605814380828,陈成1205836246,10,13335626858,13335626858,0,0,0,0,4.88636,低于0.56%,4.90909,持平0.27%,4.87784分,低于0.88%,,,0,
企业,新车族合祥汽摩改装店,https://shop35907244.taobao.com/,游艇房车开关面板改装弧形USB车载充电器面板汽车船三挡控制开关,https://item.taobao.com/item.htm?id=595329411327,wyn0816,13,,15083547880,0,0,0,0,4.89076,高于32.65%,4.90756,高于36.20%,4.89496分,高于26.20%,,,0,
淘宝,温州诺腾安全锁具防护,https://shop106055083.taobao.com/,贝迪电器开关锁具卡箍式中号断路器锁NT-L12断路器锁空气开关锁,https://item.taobao.com/item.htm?id=535442911464,林雷鸣,11,0577-62968228,15825687093,0,0,0,0,4.88395分,低于0.61%,4.89383分,低于0.58%,4.90123分,持平0.40%,,,0,
淘宝,骑士天地品牌形象店,https://shop63363772.taobao.com/,适用铃木骊驰GW250改装DL/GSX250R原装开关式整流器充电器正品件,https://item.taobao.com/item.htm?id=575628985404,江门骑士天地,12,,13414165588,0,0,0,0,4.81424,持平0.48%,4.81115,低于0.90%,4.83901分,持平0.38%,,,0,
淘宝,车诚汽车用品超市,https://shop69583854.taobao.com/,英才星 车载充电器一拖二双USB汽车点烟器一拖三多功能带开关车充,https://item.taobao.com/item.htm?id=540753168196,车生活的梦,17,,13535262436,0,0,0,0,4.75703分,低于1.67%,4.80806分,低于0.97%,4.80643分,低于1.05%,,,0,
淘宝,戒定慧佛具,https://shop33475617.taobao.com/,实木金色精雕龙头手炉 佛事法会手执龙型线香炉 佛教供香炉 包邮,https://item.taobao.com/item.htm?id=559998667063,小绿豆宝贝,11,020-29138928,13668973618,0,0,0,0,5.0分,高于100.00%,5.0分,高于100.00%,5.0分,高于100.00%,,,0,
淘宝,康特居,https://shop100384520.taobao.com/,实木书桌1.2米1.4电脑桌原木水曲柳写字台简约中式家用台式办公桌,https://item.taobao.com/item.htm?id=528633263566,清水石头01,11,15262498469,18762871190,0,0,0,0,4.94488,高于36.12%,4.94488,高于29.04%,4.91339分,持平0.15%,,,0,
淘宝,济南风云阁钱币社,https://shop34691470.taobao.com/,25mm钱币塑料小圆盒 透明硬币盒 抗战、奥运纪念币、伟人币保护盒,https://item.taobao.com/item.htm?id=12347936287,lishaobo225,11,,13006580796,0,0,0,0,4.91919分,高于43.90%,4.84848分,低于0.59%,4.93939分,高于50.09%,,,0,
淘宝,百森办公文教用品商店,https://shop105963288.taobao.com/,A3皮纹纸230克彩色皮纹卡纸A3++皮纹纸 装订彩纸装订封面纸,https://item.taobao.com/item.htm?id=544209941411,北京百森办公配送,17,13366644536,15201114373,0,0,0,0,4.85659分,持平0.10%,4.87801分,高于2.57%,4.87556分,持平0.10%,,,0,
企业,古典音乐星空,https://shop67265708.taobao.com/,,,davidsuo,10,13601767560,,0,0,0,0,4.85263,持平0.10%,4.87368,高于0.93%,4.93617分,高于50.25%,,,0,
淘宝,泰好玩自由行预订,https://shop72472335.taobao.com/,[曼谷杜莎夫人蜡像馆-大门票]泰国Madame Tussauds可订今日,https://item.taobao.com/item.htm?id=19986513534,kevinchenfx,10,,18705923313,0,0,0,0,,,,,,,,,0,
淘宝,亿海书城,https://shop105746241.taobao.com/,,,韶关市亿海贸易有限公司,10,18948829245,18023678669,0,0,0,0,4.81395,低于0.87%,4.83721,低于0.72%,4.72093分,低于3.09%,,,0,
淘宝,鑫星娱乐签名爱豆周边,https://shop101767874.taobao.com/,2020年11月百威啤酒ME3果啤代言 肖战 亲笔签名照片+12寸签名海报,https://item.taobao.com/item.htm?id=631739522524,鑫星娱乐,11,18607385532,,0,0,0,0,4.83179分,低于0.50%,4.84308分,低于0.70%,4.85744分,持平0.43%,,,0,
企业,壹书城,https://shop36638705.taobao.com/,财务管理基础：刘颖主编 大中专文科经管科学出版社9787030555007,https://item.taobao.com/item.htm?id=592030104396,苹果e商店,13,,17688720238,0,0,0,0,4.87218,高于11.22%,4.85338,持平0.39%,4.83019分,低于0.85%,,,0,
企业,大毛孩萌宠馆,https://shop116226776.taobao.com/,大毛孩家斯玛库Smack善玉多益生菌狗粮日本柴犬专用粮护肠胃粮3kg,https://item.taobao.com/item.htm?id=600910872020,mingzhu198311,12,13910478534,18810588632,0,0,0,0,4.95739,高于69.16%,4.9716,高于76.06%,4.9716分,高于75.30%,,,0,
淘宝,北海龙宫水族馆,https://shop100864551.taobao.com/,水质温度测量计水产养殖恒温电子检测仪鱼缸水族箱养鱼水温贴促销,https://item.taobao.com/item.htm?id=613066053382,山村香味,10,,15626287379,0,0,0,0,,,,,,,,,0,
淘宝,启智少儿图书,https://shop33532781.taobao.com/,幼儿园五大领域教材 新版主题教材 幼儿用书托班小班中班大班上下,https://item.taobao.com/item.htm?id=613994312013,stantey,14,15975356996,18023489843,0,0,0,0,4.93413,高于54.25%,4.91018,高于29.55%,4.94012分,高于53.33%,,,0,
